Date,Sales,Order Profit Per Order,Order Item Discount,Order Item Total
2015-09-10,29740.36056566,3857.000042714,3061.700003918,26678.70022999
2015-09-11,31487.42055539,4895.9300103410005,3561.770003544,27925.70023528
2015-09-12,35885.40071696,5310.7099964,3832.000015093,32053.45033395
2015-09-13,32210.79068609,4743.10001675,2635.25000339,29575.58040106
2015-09-14,32628.83051694,4031.529973695,2947.71999876,29681.17023089
2015-09-15,31283.21067273,2807.990010569,3496.090009201,27787.180376
2015-09-16,33179.26057308,4566.849998403,3748.01000252,29431.31021744
2015-09-17,30111.36061345,4079.200004685,2831.609996902,27279.78033439
2015-09-18,33941.82058348,2235.739991177,3896.849994755,30044.99034332
2015-09-19,31761.9806102,2846.33001152,3011.950015069,28750.06027251
2015-09-20,35103.730680921,6245.909981485,3443.080002089,31660.730316303
2015-09-21,33626.23070568,4952.419976761,3602.709996547,30023.56038122
2015-09-22,36156.44072149,4446.489981527,3589.780012604,32566.70036302
2015-09-23,35991.93070045,2910.710048025,3208.170005433,32783.81040765
2015-09-24,33353.28066662,1754.4100153089998,3677.120002131,29676.180293049998
2015-09-25,30698.430582201,2856.910001635,3182.229998393,27516.230172479998
2015-09-26,36439.79069005,3988.920019623,3527.210002172,32912.64041171
2015-09-27,36869.79077983,4538.400009488,3710.880002963,33158.96043029
2015-09-28,34138.32067735,4652.230006913,3733.390006478,30404.9704065
2015-09-29,32785.75065111,153.24007592499999,3382.870009429,29402.91023476
2015-09-30,35117.6106207,3184.139986244,3427.370003011,31690.30038064
2015-10-01,38279.14078186,638.160020906,3496.70999433,34782.4603197
2015-10-02,33294.970715,3591.00995728,3908.200003147,29386.80021229
2015-10-03,36644.72074575,3540.729985547,3632.57000469,33012.21042813
2015-10-04,28932.06057009,3415.370062331,2918.560002488,26013.56039061
2015-10-05,31295.19061666,3262.919969462,2985.96000814,28309.26035298
2015-10-06,33932.61065849,6170.10999683,3850.590000848,30082.06023613
2015-10-07,28936.8906081,2500.589963643,2746.760004606,26190.16034915
2015-10-08,36152.69071588,1614.43004616,3281.9500013809998,32870.79030765
2015-10-09,40360.02088597,4198.340027147,4244.230007158,36115.820408139996
2015-10-10,30976.66062003,1877.619977035,3426.090004868,27550.61030405
2015-10-11,35254.600614689996,4437.75999735,3537.969997206,31716.66040224
2015-10-12,36310.38077216,2189.039970743,3551.600018457,32758.85046022
2015-10-13,37660.44057145,4400.039936345,3612.340007829,34048.13034661
2015-10-14,32637.84070467,-250.049944429,3147.769996644,29490.11035771
2015-10-15,34062.99061267,1174.3299414870003,3701.29999308,30361.72028177
2015-10-16,29829.73062761,1587.0900992020001,3117.570001126,26712.18027615
2015-10-17,31181.19064396,2211.070012903,3106.4600005,28074.80025548
2015-10-18,36625.82068844,1927.169983791,3777.240008475,32848.63034218
2015-10-19,34141.7006262,4150.650003888,3030.730002608,31110.99033736
2015-10-20,31392.20048167,5668.27998569,3172.769995126,28219.46022403
2015-10-21,34040.16064275,4358.879951721,3826.220005509,30213.97030873
2015-10-22,27218.8905528,4561.200020424,2924.070005172,24294.86022759
2015-10-23,32805.07062972,4852.390021139,3376.88999561,29428.23035821
2015-10-24,31747.97057193,5378.510055848,3351.950010074,28396.06034135
2015-10-25,30680.00058795,1837.449979605,2779.65000737,27900.37023393
2015-10-26,28385.61048332,6122.789975394,2580.100004734,25805.57030509
2015-10-27,45682.93082861,2563.769926894,4400.089997573,41282.90044167
2015-10-28,36573.73074022,1804.730061604,3988.380001262,32585.39039056
2015-10-29,33467.40080123,2935.340027936,3581.780009756,29885.65034494
2015-10-30,35411.95066079,4001.740051926,3555.39999045,31856.590296219998
2015-10-31,35238.70067262,5036.409974037,3412.520011241,31826.24037216
2015-11-01,31257.81061216,1636.730049729,3149.369989971,28108.46026428
2015-11-02,42209.51094458,3848.19997785,4507.920014268,37701.620512
2015-11-03,33212.250753989996,2675.929941393,3382.899998193,29829.43039712
2015-11-04,40000.01082276,5138.409994937,4172.670010356,35827.39040674
2015-11-05,34196.99066938,4463.909984427,3344.3799975,30852.64026636
2015-11-06,35966.03072972,5420.379961977,3401.610003053,32564.45035966
2015-11-07,34385.5308119,3931.160019733,3255.389998082,31130.19050352
2015-11-08,34069.590717761,4561.899943315,3722.880016691,30346.780379601998
2015-11-09,37376.80078944,3392.950046388,4175.429996485,33201.40042345
2015-11-10,23221.62041474,2236.2500198019998,2331.299992286,20890.35018702
2015-11-11,35274.83074216,2484.049997799,3369.530009782,31905.34036936
2015-11-12,32199.54059053,2251.009952137,3171.170006375,29028.400306839998
2015-11-13,40782.06068881,3432.899971822,4381.169999103,36400.95022628
2015-11-14,30261.21057755,1533.1000384459999,3164.820010065,27096.42032357
2015-11-15,32323.430677551,3351.8000577010002,2986.989996928,29336.480354663
2015-11-16,34957.69065672,4320.620016803,3439.899999639,31517.8403644
2015-11-17,33913.67067542,4626.510008842,3528.960010884,30384.76033766
2015-11-18,34666.600748771,4020.700003174,3635.920007946,31030.720432291
2015-11-19,38061.48069408,5139.4699608089995,3819.930003544,34241.58025591
2015-11-20,35883.64066725,536.5301037660001,3686.520000121,32197.17038919
2015-11-21,34640.77059238,2992.850001376,3312.589999072,31328.23036237
2015-11-22,30552.28065126,2338.690010413,3020.820001409,27531.50038163
2015-11-23,35668.70068587,2934.970018234,3656.470004346,32012.31021531
2015-11-24,29345.62064412,4343.769982902,3153.109998706,26192.540273399998
2015-11-25,33205.08063722,3597.279986488,3482.10000318,29723.000423229998
2015-11-26,32472.79066116,2677.200041871,3088.580010418,29384.26045435
2015-11-27,35183.67066215,4631.920020095,3870.390004303,31313.33031661
2015-11-28,32677.0905747,2605.5899959,2811.87999297,29865.25025604
2015-11-29,36552.69076545,4671.669974428,4066.440003156,32486.2903882
2015-11-30,34601.240759151,4630.910036972,3427.830010676,31173.480415551
2015-12-01,33162.02065116,3029.709985913,3113.059998991,30048.98035613
2015-12-02,34008.91061417,2848.740054346,3399.220002597,30609.73033138
2015-12-03,36310.00073684,3412.039973514,3528.100004064,32781.96038425
2015-12-04,32070.36066454,2459.6600664879998,3471.319996792,28599.06029547
2015-12-05,36163.19082317,7149.579991486,3506.909993988,32656.32044019
2015-12-06,31802.22064646,2798.519991823,3486.210022433,28316.07035083
2015-12-07,29726.380463081,2126.69998174,2901.159999466,26825.230249971
2015-12-08,29134.53058258,3686.789962159,2914.350000586,26220.2303087
2015-12-09,36622.67077875,5180.789987158,4036.649998768,32586.06036558
2015-12-10,31620.210602389998,2828.600021863,3328.850012228,28291.4103454
2015-12-11,33698.25062988,-373.9499981220001,3288.870001256,30409.44041681
2015-12-12,35464.82062008,5821.699994904,3451.770004495,32013.08032827
2015-12-13,37909.73073794,6286.759977344,3872.559995673,34037.20037985
2015-12-14,35589.84087405,4447.789903762,3551.210009503,32038.690435559998
2015-12-15,36261.26062606,3161.559958051,3816.729998792,32444.57033733
2015-12-16,35530.63063844,3861.310009164,3576.67000348,31954.00033029
2015-12-17,27218.88051444,3173.000000351,2760.050003105,24458.88024162
2015-12-18,31731.13066711,3792.92997683,3223.770007608,28507.41038748
2015-12-19,34922.3606319,872.410023638,3431.970008369,31490.44031639
2015-12-20,31569.050600489998,3793.949978065,3279.98999705,28289.09036268
2015-12-21,34754.92068926,3943.65998609,3628.420002323,31126.53038982
2015-12-22,30779.56056041,3589.090036454,3039.549995809,27740.04019854
2015-12-23,37724.50074597,4123.52003223,3876.590001088,33847.95019048
2015-12-24,36846.42067553,3686.400002314,3620.390007311,33226.07037589
2015-12-25,40193.12084604,5693.270028115,4075.449999688,36117.74039277
2015-12-26,36098.90076458,3477.8500409159997,3731.600014089,32367.35044124
2015-12-27,37610.63076435,1869.4000184759998,3958.869995523,33651.81050855
2015-12-28,31313.93054831,2846.909956312,3251.330011875,28062.6402206
2015-12-29,33997.12067258,4393.249965977,3258.750003201,30738.40027259
2015-12-30,34174.8406149,3564.130028834,3617.180002562,30557.720217269998
2015-12-31,33830.48062934,3095.479944794,3317.69999527,30512.81038037
2016-01-01,33344.290648,3720.440001002,3496.4699972060002,29847.86026006
2016-01-02,32120.98064468,2787.219984027,2867.749999044,29253.26035306
2016-01-03,37910.81073022,5336.920009617,4165.360005846,33745.51032814
2016-01-04,29439.67068341,4423.10002546,2902.130007216,26537.56037513
2016-01-05,27401.73043084,2899.4500259919996,2716.62001019,24685.15029839
2016-01-06,34094.45064763,2222.650021191,3653.260006074,30441.22028356
2016-01-07,37379.820768941,5218.340073886,3769.680000591,33610.21046032
2016-01-08,34112.93057629,5926.900028975,3098.869991807,31014.090276709998
2016-01-09,34196.33066249,5876.310007872,3460.030002432,30736.36024692
2016-01-10,28765.080532,4786.450066709,3266.839994947,25498.27024234
2016-01-11,33784.09070825,4348.169991891,3411.580008781,30372.54041452
2016-01-12,31512.37055598,2455.029973653,3033.050012705,28479.38038871
2016-01-13,32956.4406131,3502.680003696,3408.649994745,29547.81032205
2016-01-14,35649.84076174,3813.869960851,3697.399989773,31952.47032415
2016-01-15,31090.62067842,4408.69996084,2855.680006379,28234.97035604
2016-01-16,40865.27080954,3062.15999416,3916.490009247,36948.860418539996
2016-01-17,33114.04062165,2655.229961859,3465.670003752,29648.40038711
2016-01-18,32805.1406522,1080.1398946380002,3766.39000655,29038.78036022
2016-01-19,33503.8706462,3003.969964832,3281.859999983,30222.06024952
2016-01-20,31252.58067,4764.160044232,2912.089994095,28340.53027752
2016-01-21,34581.82070182,4387.070038826,3614.240008468,30967.61031925
2016-01-22,35813.00067728,2220.880026974,3436.090003894,32376.93040106
2016-01-23,33015.950683661,1802.330032503,3647.4000131,29368.620304922
2016-01-24,37827.88076261,4552.120029167,3683.660000436,34144.29043807
2016-01-25,34879.37062273,2263.549995246,3369.929999042,31509.46034005
2016-01-26,41137.07079935,2874.330031247,4537.640010693,36599.48039434
2016-01-27,34915.06070538,3977.669997387,3436.360008612,31478.75035462
2016-01-28,28033.530445559998,2224.760042246,2624.38001006,25409.17032867
2016-01-29,30217.51057479,-255.8599853269998,3432.430000272,26785.12021857
